img,Prediction,,,
4105,0.389211,,0,
2262,0.00485952,,0,
2928,0.0197866,,0,
1272,0.407215,,0,
2,0.161223,,0,
4716,0.234713,,0,
3498,0.99883,1 243600,1,
1254,0.14368,,0,
3176,0.243837,,0,
245,0.431268,,0,
4316,0.118064,,0,
2113,0.0178549,,0,
2604,0.795927,,0,
2467,0.0981841,,0,
4181,0.582358,,0,
2715,0.595727,,0,
3090,0.00143134,,0,
70,0.0536503,,0,
2138,0.00302876,,0,
2176,0.00494019,,0,
2806,0.962956,1 243600,1,
3418,0.0908805,,0,
2203,0.381672,,0,
4185,0.0948872,,0,
2699,0.996558,1 243600,1,
5037,0.0039168,,0,
3621,0.729927,,0,
3013,0.122523,,0,
2562,0.0385672,,0,
995,0.727257,,0,
136,0.967247,1 243600,1,
4389,0.991659,1 243600,1,
2466,0.330764,,0,
1514,0.00268632,,0,
3411,0.238206,,0,
849,0.129965,,0,
3782,0.833119,,0,
2860,0.0337244,,0,
2430,0.0157286,,0,
1754,0.752754,,0,
3239,0.233282,,0,
4766,0.560944,,0,
2277,0.887166,,0,
1630,0.11004,,0,
2087,0.46567,,0,
2975,0.0367353,,0,
2914,0.00864911,,0,
3679,0.067742,,0,
3851,0.207093,,0,
4895,0.948757,1 243600,1,
2404,0.470923,,0,
863,0.100479,,0,
4155,0.0041666,,0,
2710,0.873652,,0,
1138,0.0932392,,0,
1171,0.19726,,0,
3232,0.196259,,0,
3588,7.84E-05,,0,
4063,0.463044,,0,
1234,0.171465,,0,
4850,0.00728461,,0,
2315,0.313947,,0,
5099,0.337054,,0,
5447,0.638217,,0,
2925,0.0214017,,0,
1025,0.00148648,,0,
957,0.796289,,0,
1584,0.674557,,0,
658,0.50358,,0,
2733,0.00636541,,0,
1445,0.113042,,0,
210,0.000164959,,0,
3751,0.62743,,0,
4538,0.922328,1 243600,1,
3650,0.0358515,,0,
2525,0.0254525,,0,
2690,0.806712,,0,
1528,0.0142455,,0,
3463,0.82518,,0,
598,0.0537807,,0,
436,0.278435,,0,
3247,0.989509,1 243600,1,
1294,0.104976,,0,
1622,0.00286648,,0,
4266,0.169897,,0,
3307,0.94134,1 243600,1,
2539,0.209482,,0,
5433,0.81616,,0,
2836,0.00033183,,0,
4888,0.0957934,,0,
4952,0.476568,,0,
3209,0.00346091,,0,
1719,0.00681192,,0,
5029,0.378761,,0,
4559,0.0121505,,0,
4579,0.0253369,,0,
743,0.865102,,0,
3386,0.21803,,0,
1064,0.0118241,,0,
161,0.0463716,,0,
3883,0.000806582,,0,
4571,0.0386877,,0,
1029,0.905409,1 243600,1,
3929,0.963218,1 243600,1,
3085,0.341032,,0,
1796,0.607335,,0,
4253,0.515007,,0,
4767,0.354515,,0,
1985,0.0285075,,0,
1454,0.323802,,0,
3633,0.400809,,0,
4040,0.00267999,,0,
3163,0.497416,,0,
1596,0.488075,,0,
3449,0.251202,,0,
1792,0.00404907,,0,
4234,0.703952,,0,
5136,0.0651538,,0,
5162,0.261603,,0,
706,0.945309,1 243600,1,
102,0.511302,,0,
2073,0.471847,,0,
4892,0.0806347,,0,
3110,0.00381003,,0,
4200,0.0493195,,0,
4033,0.279087,,0,
923,0.111263,,0,
3104,0.124219,,0,
4355,0.00293474,,0,
3459,0.00962451,,0,
2005,0.00999749,,0,
1145,0.0135992,,0,
3003,0.00748249,,0,
4388,0.205316,,0,
2953,0.00500357,,0,
1360,0.0395852,,0,
5355,0.217786,,0,
2059,0.680561,,0,
3380,0.0460274,,0,
2267,0.0118785,,0,
2891,0.855758,,0,
2792,0.153874,,0,
5305,0.272612,,0,
2905,0.247298,,0,
1420,0.889609,,0,
3617,0.234679,,0,
1789,0.367103,,0,
2053,0.546011,,0,
2755,0.118451,,0,
920,0.509798,,0,
832,0.127337,,0,
4889,0.92576,1 243600,1,
691,0.380239,,0,
451,0.0238176,,0,
2019,0.894226,,0,
968,0.816176,,0,
4643,0.0569126,,0,
2310,0.537936,,0,
5167,0.322627,,0,
1005,0.918656,1 243600,1,
5301,2.63E-05,,0,
4723,0.878347,,0,
5155,0.91168,1 243600,1,
2011,0.134151,,0,
549,0.0398057,,0,
4990,0.427,,0,
3823,0.827551,,0,
1228,0.674149,,0,
695,0.987869,1 243600,1,
9,0.240328,,0,
665,0.825947,,0,
2803,0.777387,,0,
341,0.755351,,0,
3584,0.00439656,,0,
1209,0.65268,,0,
3811,0.0556664,,0,
1732,0.0655779,,0,
2145,0.00341415,,0,
4680,0.0941704,,0,
2599,0.21697,,0,
2839,0.00524529,,0,
5275,0.107764,,0,
1609,0.74576,,0,
4325,0.742893,,0,
2093,0.520552,,0,
5183,0.204232,,0,
1160,0.178095,,0,
1255,0.372369,,0,
481,0.75968,,0,
1650,0.270238,,0,
5329,0.00109395,,0,
225,0.267448,,0,
3797,0.486362,,0,
4694,0.816405,,0,
3844,0.218944,,0,
5186,0.0121207,,0,
2132,0.877174,,0,
1959,0.462845,,0,
374,0.691742,,0,
4600,0.0874103,,0,
2833,0.406955,,0,
5242,0.445828,,0,
4064,0.489795,,0,
3674,0.304458,,0,
3220,0.0362042,,0,
4366,0.00635036,,0,
4927,0.0228663,,0,
4486,0.823644,,0,
2300,0.00679822,,0,
2361,0.529207,,0,
2576,0.0352152,,0,
1661,0.139334,,0,
1752,0.609123,,0,
2869,0.290694,,0,
992,0.282272,,0,
1319,0.82492,,0,
322,0.239732,,0,
2258,0.225873,,0,
2566,0.0192808,,0,
5192,0.0256685,,0,
2695,0.0157079,,0,
1885,0.0299548,,0,
4151,0.000658046,,0,
364,0.999468,1 243600,1,
2633,0.0719413,,0,
4344,0.805693,,0,
1372,0.0186365,,0,
3493,0.0782947,,0,
2065,0.946897,1 243600,1,
2493,0.296628,,0,
3722,0.0160133,,0,
1373,0.691752,,0,
5389,0.305701,,0,
2920,0.0111675,,0,
5197,0.421657,,0,
4762,0.086039,,0,
400,0.0165149,,0,
2318,0.00272337,,0,
2844,0.401911,,0,
4459,0.859348,,0,
169,0.996707,1 243600,1,
5282,0.0215326,,0,
4215,0.00444781,,0,
4002,0.125931,,0,
3796,0.0456036,,0,
1469,0.203937,,0,
5312,0.188764,,0,
379,0.0563604,,0,
2410,0.959163,1 243600,1,
636,0.493662,,0,
3018,0.445298,,0,
870,0.0134696,,0,
1198,0.126161,,0,
5232,0.30102,,0,
5356,0.922884,1 243600,1,
8,0.424078,,0,
2438,0.0035253,,0,
2933,0.445871,,0,
276,0.936839,1 243600,1,
3738,0.538016,,0,
3928,0.00188182,,0,
1939,0.212629,,0,
4972,0.302716,,0,
2551,0.890853,,0,
5263,0.606247,,0,
3226,0.222398,,0,
367,0.0233284,,0,
4566,0.00813464,,0,
4862,0.0945709,,0,
5380,0.584092,,0,
969,0.826366,,0,
4184,0.326387,,0,
1848,0.0123032,,0,
4957,0.0455686,,0,
3599,0.872095,,0,
2709,0.109823,,0,
4257,0.617181,,0,
3505,0.0346808,,0,
4502,0.423553,,0,
2235,0.0633191,,0,
1509,0.434579,,0,
2157,0.311516,,0,
2759,0.593518,,0,
1071,0.287967,,0,
1331,0.22073,,0,
5448,0.0229931,,0,
397,0.828147,,0,
4454,0.0184365,,0,
3615,0.691464,,0,
3887,0.446206,,0,
4770,0.401187,,0,
2149,0.249421,,0,
1837,0.302461,,0,
1807,0.908044,1 243600,1,
1492,0.0957038,,0,
1422,0.156575,,0,
5267,0.275997,,0,
4645,0.0259831,,0,
2866,0.96064,1 243600,1,
1310,0.779008,,0,
148,0.630941,,0,
3931,6.84E-06,,0,
2750,0.944633,1 243600,1,
1659,0.00258352,,0,
2982,0.199915,,0,
208,0.291757,,0,
3952,0.97011,1 243600,1,
3604,0.0270112,,0,
4262,0.045979,,0,
1930,0.32243,,0,
1405,0.659829,,0,
4721,0.25819,,0,
450,0.312214,,0,
4925,0.0127544,,0,
5366,0.402143,,0,
478,0.036238,,0,
1861,0.182584,,0,
3663,0.0026828,,0,
927,0.304458,,0,
1872,0.378908,,0,
2195,0.243201,,0,
4573,0.327998,,0,
3909,0.137761,,0,
1743,0.00826793,,0,
2693,0.0296479,,0,
591,0.0059158,,0,
1451,0.177835,,0,
5467,0.643045,,0,
3812,0.367993,,0,
3165,0.602632,,0,
465,0.86446,,0,
3777,0.638933,,0,
1083,0.991544,1 243600,1,
983,0.39397,,0,
802,0.0772611,,0,
5031,0.389921,,0,
2896,0.190404,,0,
1448,0.105853,,0,
431,0.687757,,0,
3001,0.122362,,0,
298,0.00143394,,0,
1398,0.00240986,,0,
3133,0.837942,,0,
4893,0.844124,,0,
2018,0.615195,,0,
1549,0.134677,,0,
2482,0.55948,,0,
448,0.158956,,0,
3856,0.657417,,0,
4817,0.00958603,,0,
5205,0.0491197,,0,
3169,0.0271666,,0,
4692,0.109921,,0,
2429,0.831324,,0,
3309,0.250603,,0,
1868,0.601747,,0,
1637,0.385952,,0,
1949,0.167533,,0,
194,0.962964,1 243600,1,
5399,0.774636,,0,
2849,0.527723,,0,
4121,0.211401,,0,
1961,0.70511,,0,
2993,0.0977255,,0,
2630,0.198855,,0,
1208,0.483808,,0,
5223,0.984651,1 243600,1,
5140,0.00286639,,0,
2674,0.862984,,0,
961,0.236474,,0,
993,0.0496702,,0,
4545,0.311465,,0,
3652,0.652921,,0,
2558,0.370012,,0,
4592,0.231266,,0,
4524,0.225205,,0,
3142,0.483186,,0,
792,0.525674,,0,
4474,0.876075,,0,
4202,0.105726,,0,
1844,0.498065,,0,
2977,0.0022807,,0,
534,0.622256,,0,
4404,0.674158,,0,
2927,0.0220933,,0,
2321,0.709949,,0,
1434,0.295191,,0,
1935,0.0320966,,0,
41,0.214324,,0,
5211,0.386306,,0,
1462,0.00171868,,0,
3126,0.0102099,,0,
326,0.792702,,0,
800,0.966748,1 243600,1,
2172,0.00247579,,0,
4451,0.921072,1 243600,1,
2560,0.00696344,,0,
361,0.00046758,,0,
2055,0.508869,,0,
4489,0.112232,,0,
3706,0.823723,,0,
947,0.471485,,0,
4878,0.0404537,,0,
318,0.224405,,0,
3348,0.517393,,0,
2021,0.528266,,0,
5419,0.427317,,0,
2505,0.136443,,0,
4394,0.288874,,0,
1306,0.00261914,,0,
943,0.123324,,0,
3559,0.60149,,0,
131,0.123132,,0,
5383,0.572569,,0,
2876,0.803217,,0,
3742,0.0261271,,0,
1078,0.0461962,,0,
3255,0.962959,1 243600,1,
3145,0.0630645,,0,
1984,0.00505981,,0,
5363,0.79826,,0,
1546,0.842277,,0,
4641,0.0582792,,0,
703,0.0301107,,0,
4609,0.0516566,,0,
2827,0.0163531,,0,
3814,0.399419,,0,
1541,0.335133,,0,
2110,0.381732,,0,
5204,0.00356817,,0,
5409,0.618015,,0,
4460,0.0954449,,0,
3541,0.124172,,0,
4192,0.449021,,0,
3035,0.63585,,0,
3805,0.961342,1 243600,1,
776,0.0875727,,0,
2738,0.158361,,0,
184,0.341281,,0,
623,0.0407994,,0,
1854,0.821653,,0,
4073,0.524276,,0,
5007,0.517855,,0,
1207,0.936592,1 243600,1,
4424,0.318439,,0,
3278,0.271607,,0,
5095,0.300048,,0,
4483,0.0186653,,0,
1111,0.362902,,0,
3702,0.452744,,0,
2965,0.969252,1 243600,1,
1371,0.306288,,0,
309,0.0266868,,0,
3313,0.253773,,0,
1012,0.00921105,,0,
4239,0.673481,,0,
2118,0.00262541,,0,
3198,0.130513,,0,
4119,0.563462,,0,
5470,0.0547489,,0,
1839,0.378625,,0,
3385,0.541399,,0,
4071,0.0345913,,0,
2396,0.494701,,0,
4469,0.022788,,0,
287,0.394125,,0,
3175,0.00970104,,0,
2613,0.995784,1 243600,1,
2151,0.564961,,0,
2289,2.36E-05,,0,
2763,0.799912,,0,
3878,0.931063,1 243600,1,
841,0.44333,,0,
5077,0.232697,,0,
2357,0.864099,,0,
439,0.0768625,,0,
4813,0.00193183,,0,
3860,0.472504,,0,
1862,0.952388,1 243600,1,
4372,0.233532,,0,
482,0.38988,,0,
1986,0.87955,,0,
2411,0.988695,1 243600,1,
1856,0.568411,,0,
3913,0.00137869,,0,
2280,0.058221,,0,
1895,0.413063,,0,
2013,0.0209972,,0,
2716,0.140103,,0,
3612,0.00758411,,0,
624,0.0677715,,0,
1296,0.958778,1 243600,1,
2691,0.0221236,,0,
2567,0.685136,,0,
2042,0.0212182,,0,
2600,0.0247844,,0,
5252,0.641266,,0,
1767,0.0711875,,0,
1616,0.163803,,0,
4532,0.0106405,,0,
1864,0.323571,,0,
3274,0.513759,,0,
2158,0.00843736,,0,
1065,0.204053,,0,
3990,0.730738,,0,
3445,0.0112092,,0,
628,0.0501476,,0,
4732,0.915044,1 243600,1,
4464,0.174417,,0,
3483,0.38551,,0,
3744,0.145225,,0,
4022,0.654418,,0,
2024,0.840482,,0,
4196,0.0185354,,0,
2807,0.00141027,,0,
2865,0.893662,,0,
4075,0.388054,,0,
793,0.956999,1 243600,1,
1024,0.222274,,0,
4100,0.241824,,0,
4986,0.0473014,,0,
5076,0.12467,,0,
3900,0.388258,,0,
1558,0.558959,,0,
3653,0.825439,,0,
1992,0.970686,1 243600,1,
449,0.0530894,,0,
1644,0.579216,,0,
1072,0.659786,,0,
4778,0.968856,1 243600,1,
4873,0.00263974,,0,
4715,0.0521435,,0,
1093,0.0503173,,0,
688,0.206085,,0,
3492,0.997147,1 243600,1,
3284,0.373384,,0,
1067,0.983936,1 243600,1,
3344,0.963463,1 243600,1,
860,0.469108,,0,
1660,0.0710974,,0,
4663,0.0347535,,0,
3115,0.406147,,0,
4597,0.235074,,0,
1714,0.878264,,0,
3644,0.919399,1 243600,1,
3399,0.134567,,0,
3081,0.842915,,0,
193,0.0883972,,0,
1726,0.815035,,0,
5385,0.954905,1 243600,1,
574,0.644438,,0,
1783,0.069447,,0,
1092,0.543428,,0,
3670,0.00409022,,0,
312,0.340631,,0,
3055,0.62285,,0,
4170,0.0116668,,0,
5107,0.876758,,0,
3468,0.386883,,0,
3712,0.962993,1 243600,1,
2375,0.0560007,,0,
809,0.409318,,0,
3061,0.00271484,,0,
1302,0.295313,,0,
250,0.116143,,0,
3315,0.0327904,,0,
3358,0.773329,,0,
819,0.638765,,0,
3728,0.995948,1 243600,1,
3143,0.842521,,0,
5083,0.273117,,0,
625,0.717004,,0,
4640,0.956182,1 243600,1,
3770,0.687291,,0,
5463,0.0400409,,0,
569,0.176257,,0,
1018,0.371492,,0,
4838,0.548177,,0,
3962,0.0254314,,0,
331,0.183635,,0,
1883,0.323203,,0,
2306,0.00270654,,0,
1170,0.25529,,0,
4167,0.33177,,0,
124,0.339934,,0,
1764,0.265276,,0,
559,0.453808,,0,
93,0.893448,,0,
539,0.180776,,0,
2812,0.0957504,,0,
1467,0.80319,,0,
4707,0.0984462,,0,
4354,0.333688,,0,
1476,0.210576,,0,
3352,0.264162,,0,
4910,0.65861,,0,
2696,0.325247,,0,
4421,0.523098,,0,
730,0.851951,,0,
4578,0.415372,,0,
1518,0.168811,,0,
757,0.856478,,0,
3355,0.781728,,0,
1674,0.0536962,,0,
2469,0.627668,,0,
3180,0.670547,,0,
611,0.111305,,0,
4470,0.416263,,0,
1299,0.942731,1 243600,1,
1889,0.134677,,0,
4235,0.017185,,0,
2412,0.0102183,,0,
4037,0.426599,,0,
1077,0.905604,1 243600,1,
4422,0.133195,,0,
3118,0.0945903,,0,
2279,0.125998,,0,
1757,0.0625538,,0,
5413,0.847709,,0,
2985,0.00274903,,0,
1176,0.878331,,0,
1632,0.00337999,,0,
4381,0.960269,1 243600,1,
3479,0.941667,1 243600,1,
4182,0.380326,,0,
1456,0.11015,,0,
4104,0.912167,1 243600,1,
3499,0.174713,,0,
4357,0.874199,,0,
4526,0.973937,1 243600,1,
4926,0.0876244,,0,
4644,0.465227,,0,
3485,0.656082,,0,
363,0.347961,,0,
904,0.891774,,0,
585,0.311161,,0,
317,0.826614,,0,
3197,0.123495,,0,
4853,0.270224,,0,
5345,0.0101345,,0,
5234,0.159213,,0,
869,0.00428373,,0,
4387,0.043081,,0,
4675,0.516254,,0,
3375,0.745723,,0,
1309,0.31432,,0,
2675,0.697357,,0,
3682,0.0441518,,0,
4874,0.0727879,,0,
1095,0.864348,,0,
4824,0.456015,,0,
5079,0.401768,,0,
4647,0.167996,,0,
2906,0.877677,,0,
4130,0.0370285,,0,
3182,0.0943065,,0,
3591,0.889296,,0,
4416,0.962914,1 243600,1,
4784,0.44613,,0,
1194,0.599788,,0,
2166,0.150721,,0,
1167,0.197852,,0,
5057,0.285583,,0,
3477,0.185265,,0,
3206,0.0299948,,0,
873,0.999123,1 243600,1,
4328,0.162586,,0,
1753,0.00832009,,0,
2441,0.00275381,,0,
2987,0.191979,,0,
4867,0.221693,,0,
4727,0.528784,,0,
797,0.291219,,0,
4481,0.160149,,0,
4823,0.154272,,0,
3978,0.966456,1 243600,1,
1701,0.317766,,0,
2793,0.470604,,0,
1869,0.0197358,,0,
2960,0.890677,,0,
3044,0.00864575,,0,
2091,0.96552,1 243600,1,
4074,0.261425,,0,
4518,0.0810872,,0,
3322,0.0111379,,0,
838,0.264344,,0,
4883,0.00442982,,0,
4992,0.286613,,0,
3932,0.989536,1 243600,1,
4056,0.00337061,,0,
2471,0.990098,1 243600,1,
3382,0.0992255,,0,
966,0.0370908,,0,
4901,0.00113745,,0,
188,0.121437,,0,
4376,0.715761,,0,
2034,0.00263117,,0,
3710,0.237323,,0,
2772,0.996137,1 243600,1,
4777,0.0460933,,0,
5464,0.121448,,0,
4812,0.21193,,0,
4576,0.391754,,0,
4126,0.439894,,0,
795,0.0685103,,0,
672,0.999487,1 243600,1,
1960,0.210936,,0,
2130,0.211203,,0,
2192,0.893655,,0,
1502,0.700698,,0,
4191,0.101642,,0,
21,7.08E-06,,0,
3321,0.54226,,0,
77,0.00371593,,0,
5340,0.0879869,,0,
4890,0.00270666,,0,
1999,0.805588,,0,
3458,0.969883,1 243600,1,
1196,0.0595208,,0,
2084,0.797837,,0,
4954,0.675976,,0,
2507,0.02278,,0,
2654,0.000915676,,0,
2612,0.00135275,,0,
1161,0.102232,,0,
2141,0.125581,,0,
4013,0.00170675,,0,
2070,0.899379,,0,
4560,0.0223216,,0,
385,0.0587904,,0,
212,0.0840821,,0,
5471,0.0693448,,0,
1133,0.60666,,0,
3060,0.185229,,0,
3783,0.0145993,,0,
1633,0.173152,,0,
4207,0.716849,,0,
505,0.0982509,,0,
5450,0.33171,,0,
2795,0.00263149,,0,
1323,0.000103125,,0,
5030,0.00870484,,0,
1484,0.224695,,0,
509,0.0130116,,0,
5174,0.0125508,,0,
4248,0.391049,,0,
2786,0.387127,,0,
1033,0.044905,,0,
246,0.103369,,0,
2242,0.421736,,0,
5209,0.591516,,0,
1909,0.000195473,,0,
1143,0.230774,,0,
4587,0.204924,,0,
2456,6.78E-05,,0,
2591,0.792801,,0,
5117,0.0951978,,0,
1380,0.443412,,0,
1314,0.905505,1 243600,1,
3785,0.190006,,0,
1489,0.754954,,0,
4341,0.0343504,,0,
234,0.133535,,0,
1829,0.0163531,,0,
3306,0.85363,,0,
4189,0.100916,,0,
1206,0.0264126,,0,
4497,0.999292,1 243600,1,
3212,0.191045,,0,
3111,0.0376059,,0,
5160,0.0427874,,0,
4197,0.496085,,0,
1035,0.101948,,0,
5222,0.00509257,,0,
4018,0.830303,,0,
4384,0.134398,,0,
14,0.0421631,,0,
78,0.00701143,,0,
732,0.000179235,,0,
3840,0.579824,,0,
1120,0.457822,,0,
2284,0.112232,,0,
2241,0.389223,,0,
4561,0.282865,,0,
1507,0.00289867,,0,
4168,0.143086,,0,
4512,0.00763152,,0,
807,0.00704102,,0,
280,0.0556456,,0,
3912,0.737166,,0,
5009,0.983112,1 243600,1,
5093,0.266794,,0,
4769,0.504907,,0,
683,0.136721,,0,
3547,0.426687,,0,
885,0.937546,1 243600,1,
2462,0.899691,,0,
1338,0.0403302,,0,
3585,0.658424,,0,
4827,0.362791,,0,
2031,0.00279546,,0,
164,0.285481,,0,
5347,3.88E-05,,0,
1344,0.123356,,0,
247,0.0160103,,0,
1019,0.157837,,0,
2782,0.255906,,0,
1898,0.101702,,0,
4438,0.0229657,,0,
2864,0.197855,,0,
1665,0.00645629,,0,
4939,0.101094,,0,
1598,0.260718,,0,
1782,0.0176506,,0,
1725,0.00145792,,0,
2303,0.301673,,0,
513,0.433353,,0,
3884,0.948685,1 243600,1,
1601,0.187989,,0,
945,0.261211,,0,
1115,0.441357,,0,
3724,0.487376,,0,
4799,0.0102076,,0,
4305,0.0281021,,0,
3683,0.984651,1 243600,1,
5239,0.999762,1 243600,1,
3036,0.0417797,,0,
3419,0.910325,1 243600,1,
2043,0.328119,,0,
5018,0.119978,,0,
2301,0.998841,1 243600,1,
5026,0.112963,,0,
4237,0.588647,,0,
1723,0.20864,,0,
1587,0.0513546,,0,
2616,0.222488,,0,
2395,0.367374,,0,
2919,0.720596,,0,
4031,0.832884,,0,
1062,0.00809184,,0,
918,0.528266,,0,
3320,0.00237448,,0,
251,0.13204,,0,
31,0.210637,,0,
5,0.00618175,,0,
2370,0.174677,,0,
1623,0.0251583,,0,
5338,0.497047,,0,
4081,0.248688,,0,
3058,0.0763914,,0,
5495,0.186456,,0,
996,0.188754,,0,
2104,0.385856,,0,
1886,0.551715,,0,
5481,0.00262626,,0,
5124,0.836447,,0,
3572,0.0849923,,0,
1668,0.997511,1 243600,1,
3871,0.0566183,,0,
1349,0.736508,,0,
2499,0.339958,,0,
2809,0.642052,,0,
5130,0.469508,,0,
1511,0.485972,,0,
497,0.642461,,0,
1997,0.133169,,0,
4039,0.993994,1 243600,1,
3196,0.410682,,0,
2309,0.960028,1 243600,1,
4242,0.359182,,0,
1822,0.291028,,0,
67,0.030942,,0,
3486,0.0215274,,0,
4975,0.0492403,,0,
3700,0.000227915,,0,
4581,0.749102,,0,
1201,0.318154,,0,
3575,0.990167,1 243600,1,
4932,0.966469,1 243600,1,
4320,0.410164,,0,
2196,0.389381,,0,
3179,0.620589,,0,
2169,0.0294247,,0,
1178,0.105365,,0,
4332,0.785473,,0,
3786,0.00685722,,0,
2082,0.539975,,0,
3333,0.774167,,0,
1108,0.0157231,,0,
896,0.422305,,0,
3187,0.0806458,,0,
4385,0.65694,,0,
2222,0.944272,1 243600,1,
1613,0.660579,,0,
5297,0.513799,,0,
3363,0.819953,,0,
1106,0.0145338,,0,
4221,0.335154,,0,
45,0.285468,,0,
2193,0.98408,1 243600,1,
3316,0.0489181,,0,
2338,0.954319,1 243600,1,
1056,0.0299541,,0,
4452,0.940315,1 243600,1,
4159,0.71218,,0,
2895,0.109986,,0,
1788,0.327984,,0,
2009,0.639147,,0,
1803,0.0523109,,0,
1399,0.312272,,0,
5228,0.331722,,0,
2954,0.4547,,0,
1461,0.633382,,0,
5337,0.0812053,,0,
2952,0.699888,,0,
1956,0.394075,,0,
4345,0.0337954,,0,
4030,0.0134893,,0,
1937,0.36107,,0,
1039,0.403634,,0,
946,0.545413,,0,
4765,0.000888487,,0,
2035,0.377755,,0,
5084,0.150056,,0,
1417,0.196978,,0,
151,0.10677,,0,
358,0.0582006,,0,
2215,0.451805,,0,
3892,0.00637784,,0,
2038,0.338508,,0,
1765,0.267888,,0,
1787,0.00151793,,0,
1873,0.0216862,,0,
3098,0.909142,1 243600,1,
4154,0.508257,,0,
99,0.200497,,0,
3602,0.00297521,,0,
2351,0.0091598,,0,
1124,0.616721,,0,
4849,0.0538,,0,
2788,0.148014,,0,
2159,0.962544,1 243600,1,
1237,0.481963,,0,
3795,0.519997,,0,
1468,0.00479389,,0,
5294,0.000737415,,0,
1051,0.561462,,0,
490,0.863721,,0,
4335,0.078561,,0,
305,0.0806934,,0,
3518,0.9408,1 243600,1,
3167,0.853642,,0,
378,0.236298,,0,
493,0.0884518,,0,
2061,0.754525,,0,
3217,0.126037,,0,
3793,0.994768,1 243600,1,
1517,0.0489988,,0,
2535,0.289401,,0,
3398,0.0010466,,0,
4199,0.618712,,0,
1820,0.106184,,0,
2991,0.0149929,,0,
1916,0.0708976,,0,
4983,0.0524218,,0,
447,0.135517,,0,
140,0.664341,,0,
3669,0.192755,,0,
4050,0.984235,1 243600,1,
2717,0.306456,,0,
4164,0.0397996,,0,
4212,0.0106144,,0,
2039,0.548909,,0,
3189,0.635583,,0,
1243,0.0693548,,0,
4172,0.278083,,0,
1117,0.643462,,0,
925,0.0118639,,0,
4122,0.340575,,0,
5075,0.0514589,,0,
545,0.290467,,0,
3693,0.049471,,0,
2112,0.0688702,,0,
2825,0.324562,,0,
2995,0.162741,,0,
3934,0.419139,,0,
2859,0.0696874,,0,
5407,0.427989,,0,
1318,0.846241,,0,
763,0.00683869,,0,
5351,0.968089,1 243600,1,
4572,0.0609861,,0,
1128,0.49087,,0,
27,0.121054,,0,
599,0.0625334,,0,
915,0.366196,,0,
2632,0.238535,,0,
729,0.031931,,0,
4397,0.00411288,,0,
116,0.229612,,0,
2584,0.824899,,0,
1480,0.858362,,0,
2640,0.0267156,,0,
4299,0.0698502,,0,
4371,0.472607,,0,
846,0.332393,,0,
2641,0.000972285,,0,
4283,0.114792,,0,
315,0.0256251,,0,
600,0.0341043,,0,
2721,0.0920406,,0,
5396,0.150726,,0,
4803,0.437845,,0,
2739,0.708312,,0,
412,0.194316,,0,
2385,0.000763178,,0,
2926,0.972897,1 243600,1,
726,0.328461,,0,
3292,0.141307,,0,
5335,0.519663,,0,
4847,0.765971,,0,
955,0.591074,,0,
531,0.408504,,0,
2178,0.0466396,,0,
5019,0.049334,,0,
3050,0.0335949,,0,
4760,0.996161,1 243600,1,
401,0.469988,,0,
579,0.000397943,,0,
2494,0.0219696,,0,
3384,0.161868,,0,
1350,0.00293245,,0,
5402,0.00663842,,0,
4294,0.604395,,0,
3238,0.795669,,0,
2320,0.179615,,0,
630,0.321591,,0,
1330,0.0232513,,0,
3268,0.244128,,0,
4125,0.201327,,0,
3201,0.876338,,0,
1620,0.166588,,0,
2863,0.095935,,0,
5208,0.25771,,0,
3491,0.894894,,0,
3102,0.153749,,0,
54,0.0437442,,0,
816,0.777593,,0,
428,0.0069584,,0,
5412,0.436142,,0,
4698,0.0681354,,0,
4468,0.603142,,0,
3881,0.00525343,,0,
114,0.920012,1 243600,1,
5154,0.969574,1 243600,1,
2941,0.199949,,0,
39,0.151471,,0,
4370,0.712807,,0,
1610,0.79951,,0,
4669,0.246105,,0,
5184,0.910829,1 243600,1,
1711,0.00074931,,0,
5328,0.0361588,,0,
5145,0.990164,1 243600,1,
4088,0.0120378,,0,
1125,0.25568,,0,
3488,0.158949,,0,
3944,0.313133,,0,
4445,0.830484,,0,
2483,0.772384,,0,
2000,0.0027278,,0,
5435,0.0388881,,0,
1305,0.0559345,,0,
1364,0.0770431,,0,
2274,0.717471,,0,
2536,0.137795,,0,
1274,0.655727,,0,
1452,0.609776,,0,
1746,0.289328,,0,
4999,0.053271,,0,
778,0.753208,,0,
3948,0.00830137,,0,
4660,0.983966,1 243600,1,
425,0.060708,,0,
3587,0.999632,1 243600,1,
3039,0.137408,,0,
72,0.284075,,0,
4059,0.75979,,0,
1704,0.418446,,0,
4410,0.163709,,0,
932,0.482357,,0,
2705,0.0088461,,0,
50,0.326755,,0,
2126,0.179763,,0,
2686,1.43E-05,,0,
2255,0.10316,,0,
1225,0.568394,,0,
4876,0.670966,,0,
5376,0.0213566,,0,
4289,0.0298569,,0,
453,0.000413365,,0,
3042,0.388202,,0,
1054,0.104113,,0,
692,0.130658,,0,
5441,0.114867,,0,
4674,0.033362,,0,
4781,0.0577398,,0,
4752,0.231336,,0,
3388,0.227223,,0,
4360,0.00120355,,0,
3784,0.687505,,0,
3569,0.0108392,,0,
2682,0.086261,,0,
2822,0.0967372,,0,
4875,0.871441,,0,
1340,0.630151,,0,
172,0.0954235,,0,
1232,0.167046,,0,
